question,worker,answer
273218,4953,1
273218,2042,1
273218,2802,1
273218,905,1
273218,4176,0
273218,1516,0
273218,1435,0
273218,3549,0
273218,5359,0
273625,1971,1
273625,1602,1
273625,126,1
273625,304,1
273625,330,1
273646,3896,0
273646,1165,0
273646,310,0
273646,205,0
273668,338,0
273668,2650,0
273668,1033,1
273668,2627,1
273668,1036,0
273668,3468,1
273668,71,0
273668,1121,1
273668,2473,1
273668,3542,1
273706,3486,0
273706,3459,0
273706,2541,0
273706,4772,0
273744,1163,0
273744,572,0
273744,4224,0
273744,1115,0
273865,5341,0
273865,2355,1
273865,1945,0
273865,1987,0
273865,612,0
273865,4937,0
274077,4615,0
274077,1414,1
274077,3668,1
274077,3269,1
274077,4956,1
274077,1350,1
274077,4256,1
274077,1829,1
274077,1841,1
274077,4966,1
274099,3361,1
274099,5262,1
274099,5277,0
274099,1696,0
274099,3347,0
274099,4105,1
274099,2333,0
274099,1550,0
274099,4677,1
274099,2488,1
274147,4615,0
274147,5233,1
274147,963,1
274147,1029,0
274147,4810,1
274147,5280,1
274147,1192,1
274147,1788,1
274147,593,1
274147,4334,0
274188,939,1
274188,1376,0
274188,700,0
274188,2046,1
274188,5242,1
274188,423,1
274188,3686,1
274188,4539,1
274188,171,1
274188,1916,1
274217,1035,0
274217,1188,0
274217,1706,0
274217,1310,0
274376,3470,0
274376,753,1
274376,839,1
274376,2472,1
274376,3199,1
274376,2113,0
274376,783,1
274376,1590,1
274376,4512,0
274376,2025,0
274563,753,0
274563,934,1
274563,5232,1
274563,5240,1
274563,612,1
274563,417,0
274563,1397,0
274563,988,1
274563,830,1
274563,249,1
274620,1038,0
274620,51,1
274620,5232,1
274620,5029,1
274620,1283,1
274620,4138,1
274665,3606,0
274665,2893,1
274665,1806,1
274665,2879,0
274665,3125,1
274665,4276,1
274665,3865,1
274665,2811,0
274665,2529,1
274665,4280,0
274735,2311,1
274735,1172,1
274735,1071,1
274735,5254,0
274735,851,1
274735,2568,1
274782,907,0
274782,5292,1
274782,2267,1
274782,2746,1
274782,1101,1
274782,1230,1
275426,1459,1
275426,2147,0
275426,3951,1
275426,359,1
275426,423,1
275426,3539,1
275569,242,0
275569,1482,1
275569,892,1
275569,3354,0
275569,815,0
275569,3460,1
275569,5276,0
275569,988,0
275569,3125,0
275569,129,0
275669,5293,0
275669,171,0
275669,967,0
275669,4170,0
275758,5335,0
275758,2158,0
275758,1115,0
275758,509,0
275883,4291,1
275883,1743,0
275883,4124,1
275883,5382,1
275883,2526,1
275883,3593,1
275883,3402,0
275883,520,0
275883,71,1
275883,645,1
275937,785,0
275937,1880,1
275937,350,0
275937,4499,1
275937,2305,0
275937,4778,0
275937,5230,0
275937,3338,1
275937,4883,0
275937,5247,1
276010,996,1
276010,43,1
276010,516,1
276010,3616,1
276010,4285,1
276010,568,1
276550,303,0
276550,3488,0
276550,423,0
276550,5483,0
276550,960,1
276550,2507,0
276550,164,0
276550,2805,1
276550,663,0
276550,434,0
276952,851,1
276952,4197,1
276952,5501,0
276952,606,1
276952,5425,0
276952,648,1
276952,3148,0
276952,2802,1
276952,4944,1
276952,3983,0
277025,154,0
277025,4181,0
277025,1459,0
277025,1104,0
277126,568,0
277126,2426,0
277126,1973,1
277126,289,1
277126,137,1
277126,2909,0
277126,4150,1
277126,3486,1
277126,854,1
277126,2529,1
277497,121,0
277497,59,0
277497,5468,1
277497,3950,1
277497,2152,1
277497,691,0
277497,1415,1
277497,3117,0
277497,1237,1
277497,4551,1
277679,4209,1
277679,1424,1
277679,722,1
277679,4342,1
277679,3629,1
277679,4215,1
277679,1237,1
277679,1741,1
277679,2135,1
277679,2641,1
278150,3605,0
278150,1782,1
278150,3751,1
278150,194,1
278150,2564,0
278150,2021,1
278150,273,1
278150,693,1
278150,5353,1
278150,530,1
278226,770,0
278226,4796,1
278226,976,1
278226,1505,1
278226,1660,1
278423,979,1
278423,194,1
278423,4937,0
278423,3954,0
278423,5261,0
278423,966,0
278423,350,1
278423,4300,1
278423,1297,1
278423,5376,1
278766,449,0
278766,19,0
278766,4290,0
278766,1503,1
278766,4017,1
278766,1150,1
278766,1516,0
278766,353,1
278766,153,1
278766,2281,1
278834,5282,0
278834,5464,1
278834,4852,1
278834,112,1
278834,4463,1
278834,1741,1
278834,141,1
278834,1657,1
278834,5254,1
278834,556,1
279043,2101,0
279043,800,1
279043,1907,1
279043,5330,1
279043,5274,0
279043,5446,0
279043,5218,0
279043,1811,1
279043,1652,1
279043,4231,1
279046,2831,1
279046,814,0
279046,1171,1
279046,4768,0
279046,171,0
279046,672,0
279046,2601,1
279046,2808,0
279046,1973,0
279046,74,1
279252,4778,0
279252,3802,0
279252,49,0
279252,2282,0
279266,3107,1
279266,541,1
279266,5281,1
279266,5239,1
279266,5219,1
279266,253,1
279266,3020,1
279266,4131,0
279266,5301,0
279266,5345,1
279267,3005,1
279267,549,0
279267,3616,1
279267,3320,0
279267,1289,1
279267,2733,1
279267,3783,0
279267,4749,0
279267,403,1
279267,5507,0
279342,5294,1
279342,2999,0
279342,684,1
279342,1971,1
279342,3426,0
279342,757,0
279342,2734,0
279342,4349,1
279342,5350,0
279342,2658,1
279442,3317,1
279442,740,1
279442,809,1
279442,5261,0
279442,2522,1
279442,541,1
279480,5225,0
279480,4165,0
279480,2113,0
279480,5423,0
279647,4859,0
279647,198,0
279647,30,1
279647,3428,1
279647,1822,0
279647,1165,0
279647,1134,1
279647,809,1
279647,913,1
279647,1312,1
279710,305,1
279710,3933,1
279710,2592,1
279710,803,1
279710,3348,1
279710,5361,1
279710,2025,0
279710,856,1
279710,3710,1
279710,973,1
279716,154,1
279716,218,1
279716,1657,1
279716,638,1
279971,951,0
279971,1743,0
279971,4798,0
279971,5418,0
279971,4204,1
279971,2683,0
279971,2564,0
279971,1092,0
279971,3513,0
279971,1149,0
279976,607,0
279976,2274,1
279976,3481,1
279976,3545,1
279976,3007,1
279976,3361,1
280053,905,1
280053,925,0
280053,2173,0
280053,5499,1
280053,834,0
280053,2375,0
280053,4810,0
280053,193,0
280053,796,0
280053,2367,1
280068,791,1
280068,528,1
280068,3873,0
280068,1162,1
280068,4772,0
280068,5301,0
280068,1575,0
280068,147,1
280068,371,0
280068,5208,1
280071,934,1
280071,5352,1
280071,3519,1
280071,763,1
280071,91,1
280071,3865,0
280080,1344,1
280080,873,1
280080,753,1
280080,995,1
280142,4872,1
280142,650,0
280142,1306,0
280142,2494,1
280142,4139,0
280142,870,1
280142,519,1
280142,1185,1
280142,263,0
280142,3593,1
280180,454,1
280180,918,1
280180,4897,1
280180,2208,1
280180,791,1
280180,1973,1
280180,3345,0
280180,1052,1
280180,4852,0
280180,4247,1
280238,1428,1
280238,1411,0
280238,2683,0
280238,2652,0
280238,1803,0
280337,1037,1
280337,362,1
280337,471,1
280337,2317,0
280337,886,0
280337,3992,0
280337,1830,0
280337,3290,1
280337,5222,0
280337,4821,0
280413,4876,0
280413,635,0
280413,310,0
280413,4794,0
280536,891,0
280536,3865,0
280536,1961,0
280536,541,1
280536,4191,0
280536,4288,1
280536,1081,0
280536,650,0
280536,1052,0
280536,3543,0
280729,187,1
280729,3530,1
280729,956,1
280729,2196,1
280729,5218,1
280729,1161,0
280729,984,0
280729,5224,1
280729,3402,0
280729,1349,1
281035,1379,1
281035,80,1
281035,895,1
281035,1270,1
281035,3647,1
281035,2067,0
281035,146,1
281035,1231,1
281035,2010,1
281035,944,1
281172,4794,0
281172,727,0
281172,5463,1
281172,3927,1
281172,5002,0
281172,3354,0
281172,1174,1
281172,4568,1
281172,338,1
281172,2253,1
281244,763,1
281244,4132,1
281244,406,1
281244,5276,0
281244,2178,1
281244,1419,1
281244,881,1
281244,4771,1
281244,891,0
281244,834,1
281304,489,0
281304,471,1
281304,4472,1
281304,3769,1
281304,3805,1
281304,300,1
281355,693,1
281355,5342,0
281355,4137,0
281355,491,1
281355,4203,0
281355,956,1
281355,5341,1
281355,5252,0
281355,4276,1
281355,3402,0
281440,491,1
281440,5286,0
281440,210,1
281440,1063,1
281440,3802,1
281440,4869,1
281440,3605,0
281440,2402,1
281440,1309,1
281440,1521,1
281526,1602,0
281526,814,0
281526,242,0
281526,549,1
281526,4811,0
281526,76,1
281526,5232,0
281526,467,1
281526,3852,0
281526,1888,0
281628,3802,1
281628,1744,1
281628,672,1
281628,5026,1
281628,1350,1
281628,2375,0
281628,100,1
281628,2630,1
281628,2802,1
281628,1320,1
281638,1357,1
281638,563,1
281638,803,1
281638,433,1
281638,5395,1
281638,4251,1
281643,3021,1
281643,2676,1
281643,725,1
281643,5372,0
281643,205,0
281643,2999,1
281643,4421,1
281643,1987,0
281643,3543,0
281643,839,0
281827,4810,0
281827,5327,1
281827,2852,1
281827,4982,0
281827,4276,0
281827,5295,0
281827,4820,0
281827,3751,1
281827,1810,0
281827,2710,1
282019,3021,1
282019,967,1
282019,5316,0
282019,1805,1
282019,3507,1
282019,5219,0
282019,4216,1
282019,2341,0
282019,699,0
282019,2579,0
282176,3486,0
282176,996,0
282176,488,0
282176,2109,0
282692,4990,0
282692,121,0
282692,1005,1
282692,185,1
282692,4826,1
282692,1901,1
282692,775,0
282692,2168,0
282692,5510,0
282692,252,1
282702,114,1
282702,417,0
282702,51,1
282702,565,1
282702,225,1
282702,64,1
282702,2476,1
282702,80,1
282702,84,1
282702,4298,1
282898,2831,0
282898,2997,0
282898,3488,0
282898,4406,0
282977,4041,0
282977,1188,0
282977,4461,1
282977,2209,1
282977,583,0
282977,2873,1
282977,3783,0
282977,2563,0
282977,963,1
282977,201,1
283379,5230,0
283379,187,0
283379,2706,0
283379,4615,0
283380,4796,0
283380,2130,0
283380,3503,0
283380,1063,0
283550,3737,0
283550,1829,0
283550,4042,0
283550,3355,0
283565,3355,1
283565,5407,1
283565,3680,1
283565,5105,1
283565,86,0
283565,2909,1
283565,19,1
283565,3900,0
283565,2281,0
283565,4,0
283690,630,1
283690,812,0
283690,1159,0
283690,4170,1
283690,5280,0
283690,2402,1
283690,193,1
283690,709,0
283690,3961,1
283690,4891,0
283825,1293,0
283825,228,1
283825,2021,1
283825,91,1
283825,134,1
283825,452,1
283825,4241,1
283825,4154,0
283825,638,1
283825,306,0
284572,520,1
284572,272,1
284572,1487,1
284572,3590,1
284572,1059,1
284572,2549,0
284711,770,0
284711,5239,0
284711,1710,1
284711,4159,0
284711,2830,1
284711,5207,1
284711,196,1
284711,855,0
284711,914,1
284711,2811,0
285074,3543,0
285074,957,1
285074,1047,1
285074,2152,0
285074,164,1
285074,581,1
285074,828,1
285074,5234,0
285074,528,1
285074,454,1
285447,1149,1
285447,1320,1
285447,1687,1
285447,5375,1
285447,3737,1
285447,1494,1
285685,223,0
285685,102,0
285685,3455,1
285685,3880,1
285685,3830,0
285685,4294,1
285685,936,0
285685,1875,1
285685,3896,0
285685,5263,0
286017,3402,0
286017,2625,1
286017,2971,1
286017,5300,1
286017,951,0
286017,3623,1
286017,593,1
286017,530,0
286017,3248,1
286017,1340,1
286351,4607,1
286351,808,1
286351,915,1
286351,1189,1
286465,480,0
286465,3519,1
286465,4070,0
286465,5303,0
286465,1766,0
286465,719,0
286465,469,0
286554,630,1
286554,5203,0
286554,1687,0
286554,2402,0
286554,5021,0
286554,1501,1
286554,4810,1
286554,531,1
286554,241,0
286554,766,1
286662,5338,0
286662,1047,1
286662,4911,1
286662,2537,1
286662,700,0
286662,1823,1
286662,905,1
286662,5349,0
286662,4170,1
286662,4954,1
286760,1435,1
286760,185,1
286760,488,1
286760,5382,1
286760,469,1
286760,3746,1
286817,284,1
286817,2734,1
286817,4837,0
286817,560,1
286817,2698,1
286817,2645,0
286817,4760,0
286817,1052,0
286817,618,0
286817,512,0
286853,2356,0
286853,2999,0
286853,817,1
286853,528,1
286853,957,0
286853,1093,0
286853,3433,1
286853,440,0
286853,3627,0
286853,3902,1
286861,581,1
286861,1405,0
286861,1154,0
286861,3415,0
286861,3806,0
286861,2615,0
286880,1035,0
286880,5466,0
286880,5446,0
286880,2122,0
286937,4937,0
286937,5258,1
286937,3092,0
286937,3644,1
286937,1830,0
286937,2091,1
286937,799,1
286937,4280,0
286937,3393,1
286937,4810,0
287014,814,1
287014,563,1
287014,1399,1
287014,2476,0
287014,1328,1
287014,114,1
287163,4810,0
287163,3540,1
287163,5241,1
287163,1757,1
287163,2049,1
287163,4204,1
287163,4227,1
287163,1907,0
287163,2396,1
287163,1696,0
287197,122,1
287197,2894,1
287197,5002,1
287197,1856,1
287206,4955,0
287206,5343,0
287206,5537,1
287206,73,1
287206,201,1
287206,5254,1
287206,1858,1
287206,851,1
287206,3122,0
287206,2317,0
287373,645,0
287373,227,0
287373,5319,0
287373,1072,0
287778,1121,0
287778,911,0
287778,628,0
287778,1729,1
287778,4960,0
287778,98,0
287922,3459,1
287922,1022,1
287922,599,1
287922,1059,1
287922,1471,1
287922,812,1
287922,667,1
287922,488,1
287922,1344,1
287922,735,1
287989,935,1
287989,546,1
287989,4846,1
287989,757,1
287989,1087,1
287989,715,0
287989,520,1
287989,3404,0
287989,3865,1
287989,3230,1
288212,137,0
288212,895,1
288212,940,0
288212,2373,1
288212,630,0
288212,662,0
288212,192,1
288212,1195,1
288212,5378,0
288212,4760,0
288265,5253,0
288265,4821,0
288265,5271,1
288265,5479,1
288265,1477,0
288265,1153,0
288265,5247,1
288265,832,1
288265,3557,1
288265,5304,1
288386,1288,1
288386,143,1
288386,427,1
288386,4952,1
288386,413,1
288822,3351,0
288822,1482,1
288822,5241,1
288822,144,1
288822,700,0
288822,1328,0
288822,1213,0
288822,2478,1
288822,2396,1
288822,275,1
288969,48,1
288969,1519,0
288969,1028,0
288969,924,1
288969,5538,1
288969,4560,1
288969,1627,1
288969,2519,1
288969,1430,1
288969,2566,1
289080,5322,0
289080,5335,0
289080,4165,0
289080,4216,0
289080,1913,0
289080,528,0
289179,2608,1
289179,3304,1
289179,765,1
289179,3148,1
289224,1066,1
289224,5291,1
289224,1270,1
289224,4453,1
289304,693,0
289304,2630,1
289304,1784,0
289304,1399,0
289304,1810,0
289427,518,1
289427,941,1
289427,159,0
289427,5254,1
289427,5361,0
289427,4866,1
289427,4137,0
289427,140,1
289427,2130,0
289427,164,0
289461,453,0
289461,5330,0
289461,5223,1
289461,3712,1
289461,5230,0
289461,3802,0
289461,2561,1
289461,1923,1
289461,1734,0
289461,2683,0
289541,737,0
289541,25,1
289541,3303,1
289541,986,0
289541,4,1
289541,75,1
289541,4551,1
289541,763,1
289541,182,1
289541,5219,0
289560,2645,0
289560,2347,0
289560,773,0
289560,963,0
289638,1223,1
289638,5332,1
289638,2147,1
289638,1311,0
289638,2885,0
289638,3826,0
289638,4199,0
289638,933,1
289638,1519,0
289638,2909,1
289654,147,1
289654,1754,1
289654,75,1
289654,4872,0
289654,1598,1
289654,1516,1
289654,3929,0
289654,5374,1
289654,5002,0
289654,1986,1
289718,5207,1
289718,4252,0
289718,433,1
289718,2873,1
289718,1796,1
289718,896,1
289721,2615,1
289721,1575,0
289721,427,1
289721,5469,0
289721,535,1
289721,563,0
289721,1880,0
289721,2622,1
289721,1908,1
289721,433,1
289760,5344,0
289760,2628,1
289760,5405,0
289760,3836,1
289760,4334,0
289760,4944,0
289760,1636,0
289760,3254,1
289760,2942,1
289760,4070,1
289772,3483,0
289772,1811,1
289772,1328,0
289772,709,0
289772,1310,0
289772,78,0
289918,5344,1
289918,670,1
289918,3783,0
289918,5448,1
289918,2393,1
289918,3533,1
289918,1035,1
289918,1516,0
289918,1143,1
289918,5446,1
289945,828,0
289945,5208,0
289945,4453,0
289945,5269,1
289945,5362,0
289945,3260,0
290228,1175,0
290228,886,1
290228,182,1
290228,3668,1
290228,4300,0
290228,4203,0
290228,2622,0
290228,2507,0
290228,1309,1
290228,3712,1
290281,1107,1
290281,1923,1
290281,276,1
290281,3269,1
290350,640,1
290350,1063,1
290350,1687,1
290350,5544,1
290362,903,1
290362,5510,1
290362,1971,1
290362,2615,1
290362,144,1
290362,1116,1
290486,907,1
290486,94,1
290486,1042,1
290486,4172,1
290486,791,1
290486,4927,1
290486,3564,1
290486,4002,1
290486,1931,1
290486,4960,1
290672,2441,1
290672,3992,0
290672,3549,1
290672,2488,1
290672,273,1
290672,1163,1
290672,266,0
290672,5410,1
290672,3654,0
290672,1806,1
291121,2658,1
291121,5284,0
291121,3308,0
291121,3347,1
291121,597,1
291121,3595,0
291121,4041,1
291121,4244,1
291121,1782,1
291121,338,1
291153,946,0
291153,464,0
291153,1859,1
291153,152,0
291153,4421,0
291153,1101,0
292053,852,0
292053,2094,0
292053,5315,0
292053,4852,0
292053,2774,0
292053,801,0
292053,5211,0
292053,252,0
292053,5350,0
292078,5319,0
292078,3402,0
292078,1503,0
292078,351,1
292078,272,1
292078,4172,0
292078,303,1
292078,995,0
292078,305,1
292078,3521,1
292468,1294,1
292468,904,1
292468,4247,1
292468,817,1
292468,3402,0
292468,2706,1
292468,3595,0
292468,247,1
292468,3192,0
292468,1805,1
292788,1027,1
292788,489,1
292788,2640,1
292788,4771,0
292788,4826,1
292788,476,1
292788,5362,1
292788,828,1
292788,1055,1
292788,562,0
293479,1878,1
293479,5412,1
293479,5210,1
293479,4368,1
293479,679,1
293479,119,1
293479,1047,1
293479,3174,0
293479,5429,1
293479,5408,0
293538,3488,0
293538,709,1
293538,1477,0
293538,187,0
293538,315,0
293538,4165,1
293538,142,0
293538,224,0
293538,4368,1
293538,4749,1
293723,5344,0
293723,837,0
293723,4955,1
293723,3590,1
293723,5415,0
293723,4236,1
293723,2299,0
293723,1741,1
293723,4971,0
293723,3126,1
293865,1116,1
293865,4922,1
293865,867,1
293865,4143,1
293865,2410,1
293865,164,1
293866,4136,1
293866,2560,0
293866,1350,1
293866,5331,1
293866,3896,1
293866,432,1
293866,320,1
293866,2615,1
293866,2601,1
293866,5026,1
294023,5276,0
294023,520,1
294023,966,1
294023,1268,1
294023,4796,1
294023,1033,1
294023,3403,1
294027,491,1
294027,4821,0
294027,4224,1
294027,3956,1
294027,3872,1
294027,4143,1
294073,513,1
294073,1435,1
294073,2601,1
294073,628,0
294073,2537,1
294073,769,1
294088,988,0
294088,3459,0
294088,3230,0
294088,83,1
294088,169,1
294088,612,1
294088,4298,0
294088,645,0
294088,87,0
294088,1017,1
294177,4256,0
294177,765,1
294177,905,0
294177,3927,1
294177,796,1
294177,1606,0
294177,1149,0
294177,5344,0
294177,4463,0
294177,3393,0
294296,1743,0
294296,2553,1
294296,2867,1
294296,355,1
294296,1161,1
294296,5335,0
294296,5203,1
294296,4568,0
294296,1782,0
294296,593,1
294571,1247,0
294571,700,0
294571,195,1
294571,1251,1
294571,4001,1
294571,1782,1
294571,2149,1
294571,1459,1
294571,894,1
294571,1811,1
239579,642,1
239579,5741,1
239579,610,0
239579,1072,0
239579,2148,0
239579,1712,0
239579,1862,1
239579,1056,1
239579,977,1
239579,724,1
239607,915,1
239607,2908,1
239607,28,1
239607,5744,1
239607,937,0
239607,1824,0
239607,1859,0
239607,1350,1
239607,4156,1
239607,4802,1
239655,4136,0
239655,5581,1
239655,4776,0
239655,2831,1
239655,715,0
239655,2998,0
239655,2462,0
239655,477,0
239655,5338,0
239655,3086,0
239984,3586,0
239984,5763,1
239984,532,1
239984,5764,0
239984,1358,1
239984,3683,0
239984,852,0
239984,1145,1
239984,3830,0
239984,5765,0
240586,5581,1
240586,4498,1
240586,4910,0
240586,1155,1
240586,5782,0
240586,2712,1
240586,5783,0
240586,495,0
240586,4194,1
240586,4136,0
240615,617,1
240615,903,1
240615,359,1
240615,4461,1
240615,196,1
240615,367,1
240615,185,1
240615,159,1
240615,4227,1
240615,1475,1
240879,4339,1
240879,5271,1
240879,2993,0
240879,5790,0
240879,4458,1
240879,169,1
240879,5791,1
240879,734,1
240879,21,1
240879,2295,1
240941,740,1
240941,5021,1
240941,4204,1
240941,3290,1
240941,5376,1
240941,1505,0
240941,719,1
240941,1844,1
240941,867,1
240941,194,0
240944,5801,1
240944,501,1
240944,2505,0
240944,1117,1
240944,765,1
240944,5771,0
240944,4590,0
240944,764,1
240944,3646,1
240944,5354,1
240947,2438,1
240947,5026,1
240947,5794,1
240947,5802,1
240947,320,1
240947,957,1
240947,650,1
240947,3807,1
240947,5177,1
240947,1342,1
241137,94,1
241137,3264,0
241137,2117,0
241137,2541,0
241137,5812,0
241137,998,1
241137,5813,0
241137,276,0
241137,5814,1
241137,1779,0
241346,298,1
241346,2321,1
241346,5821,1
241346,1297,1
241346,3382,0
241346,5822,0
241346,4879,0
241346,5823,0
241346,4264,1
241346,5742,0
241807,4264,1
241807,4385,1
241807,5829,1
241807,706,1
241807,5830,1
241807,3430,1
241807,10,1
241807,1931,1
241807,4147,1
241807,5831,1
242551,27,1
242551,1235,1
242551,3130,1
242551,1976,1
242551,1619,1
242551,5335,1
242551,5408,1
242551,4944,1
242551,45,1
242551,1059,1
242602,5688,1
242602,661,1
242602,5251,1
242602,1022,1
242756,944,0
242756,4458,0
242756,759,1
242756,1899,0
242756,5858,1
242756,5859,1
242756,4917,1
242756,581,0
242756,5754,0
242756,3583,1
243373,837,1
243373,1051,1
243373,76,1
243373,3490,0
243373,46,1
243373,4135,1
243373,5741,1
243373,222,1
243373,1077,1
243373,5808,0
243556,4196,1
243556,699,1
243556,764,1
243556,3424,1
243566,4163,0
243566,4805,0
243566,1173,0
243566,5872,0
243599,1185,1
243599,227,1
243599,2752,1
243599,788,1
243599,5801,0
243599,4765,0
243599,1114,1
243599,4176,1
243599,99,0
243599,1660,1
243618,541,1
243618,1623,1
243618,396,0
243618,834,0
243618,1806,0
243618,619,1
243618,40,0
243618,1840,0
243618,336,0
243618,1357,0
243675,912,0
243675,757,0
243675,50,0
243675,3702,0
243675,1056,0
243675,5824,0
244230,5686,0
244230,5513,1
244230,4881,1
244230,5389,1
244230,3680,1
244230,1101,0
244230,3925,1
244230,1121,0
244230,4846,1
244230,2173,1
244361,2307,0
244361,1380,1
244361,2416,1
244361,1882,1
244361,5633,1
244361,1055,0
244361,727,1
244361,4881,1
244361,4106,1
244361,3430,1
244362,186,1
244362,2906,1
244362,1589,1
244362,78,0
244362,4601,1
244362,5290,1
244362,5322,0
244362,4253,1
244362,1475,1
244362,1602,1
244419,1116,0
244419,508,0
244419,3484,1
244419,439,1
244419,1092,0
244419,321,1
244419,264,1
244419,2993,1
244419,4915,1
244419,480,1
244501,3301,1
244501,5898,1
244501,4592,0
244501,2893,1
244501,5290,0
244501,5280,0
244501,4922,0
244501,298,1
244501,4607,0
244501,4070,0
244570,3413,0
244570,967,1
244570,5796,1
244570,1786,1
244570,2658,1
244570,576,1
244926,467,0
244926,5907,1
244926,5217,0
244926,3168,1
244926,153,1
244926,3337,0
244926,5287,1
244926,5869,1
244926,2537,1
244926,2505,0
245159,2437,0
245159,759,0
245159,3489,1
245159,1729,0
245159,5911,1
245159,4149,0
245159,1412,0
245159,4328,1
245159,1022,1
245159,4772,0
245629,1685,1
245629,283,1
245629,4863,1
245629,3650,1
245629,5843,0
245629,5928,0
245629,401,0
245629,5782,0
245629,424,1
245629,2451,1
245738,40,1
245738,1006,1
245738,1967,0
245738,740,1
245738,198,1
245738,5808,0
245738,770,0
245738,4850,1
245738,5387,0
245738,222,1
245789,2689,0
245789,1406,0
245789,4328,1
245789,742,0
245789,3806,0
245789,298,1
245789,1166,0
245789,3086,0
245789,5356,1
245789,5930,0
245823,683,1
245823,635,1
245823,5932,1
245823,4541,1
245840,1107,1
245840,725,0
245840,455,0
245840,2535,1
245840,143,0
245840,1105,1
245840,5933,1
245840,5934,0
245840,1006,1
245840,1823,1
245900,5935,1
245900,5371,1
245900,5861,1
245900,5259,1
245900,444,1
245900,941,1
245900,650,1
245900,1560,1
245900,842,1
245900,2710,1
246047,1344,1
246047,4944,1
246047,5515,1
246047,5765,0
246047,2457,1
246047,1884,0
246047,5939,0
246047,4919,0
246047,3658,1
246047,2849,1
246137,169,0
246137,331,0
246137,274,0
246137,2073,0
246148,3633,0
246148,1859,0
246148,5946,0
246148,4216,1
246148,1243,0
246204,4911,0
246204,5947,1
246204,3103,1
246204,3611,1
246204,3410,1
246204,3011,1
246204,2076,1
246204,4041,1
246204,5796,1
246204,805,1
247024,3415,0
247024,4194,1
247024,5862,1
247024,5831,1
247024,847,1
247024,4087,1
247024,5356,1
247024,4463,0
247024,5960,1
247024,2354,1
247339,3348,1
247339,530,1
247339,2049,0
247339,1967,0
247339,5251,1
247339,5905,1
247339,5357,1
247339,1247,1
247339,3633,0
247339,5280,0
247437,5887,1
247437,81,0
247437,1474,0
247437,2626,0
247437,4982,0
247437,925,0
247563,1120,1
247563,5343,0
247563,5791,1
247563,4601,1
247563,5846,1
247563,1192,1
247563,423,1
247563,4824,1
247563,753,1
247563,1237,1
247620,5757,0
247620,1355,1
247620,2445,1
247620,5209,0
247620,775,1
247620,4264,0
247620,4385,1
247620,1155,0
247620,559,1
247620,69,0
247726,5021,0
247726,5281,1
247726,957,1
247726,759,0
247726,2170,1
247726,5927,1
247726,5746,1
247726,1513,0
247726,1031,0
247726,121,1
247735,953,0
247735,567,0
247735,1056,1
247735,5021,1
247735,5896,0
247735,5750,0
247735,3336,1
247735,511,1
247735,21,1
247735,4512,0
247843,4149,0
247843,5670,1
247843,1195,1
247843,1138,1
247843,1474,1
247843,534,0
247843,2153,1
247843,5417,1
247843,2615,1
247843,1881,0
247860,96,1
247860,2196,1
247860,171,1
247860,2694,1
247860,5771,0
247860,273,1
248063,3018,0
248063,5757,0
248063,2524,0
248063,1876,0
248099,5686,0
248099,359,1
248099,5921,0
248099,3357,1
248099,3130,1
248099,5974,1
248099,3655,1
248099,2688,1
248099,5975,1
248099,1171,1
248178,1405,0
248178,5979,0
248178,5800,1
248178,936,0
248178,5402,1
248178,4798,0
248178,64,0
248178,5888,0
248178,1684,0
248178,1088,0
248206,1475,1
248206,444,1
248206,5898,1
248206,807,1
248206,1734,1
248206,662,1
248292,915,0
248292,2341,1
248292,1031,0
248292,1335,0
248292,1046,0
248292,5399,0
248401,1931,0
248401,5627,0
248401,3357,1
248401,552,1
248401,1805,1
248401,608,1
248401,5809,0
248401,475,1
248401,1902,1
248401,76,1
248403,2116,1
248403,1435,1
248403,2921,1
248403,5983,1
248403,5948,0
248403,323,1
248403,952,1
248403,4603,1
248403,4340,1
248403,1884,1
248443,2772,1
248443,5987,0
248443,387,1
248443,1707,1
248443,5988,0
248443,5891,1
248443,3517,1
248443,2734,1
248443,4932,0
248443,2148,1
248522,905,0
248522,5815,1
248522,4982,0
248522,4680,1
248522,5950,0
248522,4551,0
248522,4147,1
248522,5989,0
248522,250,1
248522,2273,0
248704,912,0
248704,2998,1
248704,250,1
248704,4603,1
248704,3413,1
248704,5779,1
248704,2007,1
248704,830,1
248704,854,1
248704,4216,1
248721,5766,1
248721,3415,1
248721,1667,1
248721,5496,1
248721,2094,1
248721,5859,1
248721,1840,1
248721,1352,0
248721,5826,0
248721,3744,1
248766,2021,1
248766,610,1
248766,1247,1
248766,108,1
248978,4150,0
248978,3348,1
248978,1475,0
248978,508,1
248978,5895,0
248978,5322,0
248978,222,1
248978,1264,1
248978,1574,1
248978,432,1
249013,175,1
249013,2382,0
249013,322,1
249013,5999,0
249013,5515,1
249013,1792,0
249013,2352,1
249013,1776,1
249013,3457,0
249013,6000,0
249043,467,1
249043,5418,0
249043,5889,0
249043,466,1
249043,3946,1
249043,1189,1
249043,3519,1
249043,5940,1
249043,6001,0
249043,409,0
249090,546,1
249090,335,1
249090,2694,1
249090,2964,1
249090,765,1
249152,5371,0
249152,3407,0
249152,5266,1
249152,5291,0
249152,3269,1
249152,132,0
249152,1077,1
249152,5843,0
249152,1869,0
249152,1700,1
249253,1344,0
249253,5371,0
249253,3513,1
249253,565,1
249253,5942,0
